ID,Property Title,Description,text_input,number_of_people,bedrooms,pets_allowed,property_size,shared_spaces,bathroom_type,nearby_amenities,unique_features
2451,Second room in a suite in Glenmore.,,Second room in a suite in Glenmore.. ,unknown,1,unknown,unknown,unknown,unknown,unknown,unknown
2456,Single bedroom overlooking colourful back garden,"Welcome to my fully-renovated single-family home on a quiet street in suburban Richmond Hill. This property offers easy access to public transit (e.g. York U and Seneca King), shops, restaurants, parks and valley trails for walking and cycling. Your room, which overlooks a colourful back garden including vegetable plots, has a large work desk accessible to the house WiFi, and you will have exclusive use of the main bathroom (not en suite). Shared amenities include a modern well-appointed kitchen and laundry, spacious living room with TV, rear patio facing the afternoon sun, garage for a bicycle, and driveway car parking. You can also enjoy a spectacular front garden while relaxing in the shade. Heating and air-conditioning are provided by a brand new heat pump (no more natural gas!), and there are solar panels on the roof.  This space is perfect for someone seeking a safe, comfortable and welcoming environment, and a quiet place to work and unwind.","Single bedroom overlooking colourful back garden. Welcome to my fully-renovated single-family home on a quiet street in suburban Richmond Hill. This property offers easy access to public transit (e.g. York U and Seneca King), shops, restaurants, parks and valley trails for walking and cycling. Your room, which overlooks a colourful back garden including vegetable plots, has a large work desk accessible to the house WiFi, and you will have exclusive use of the main bathroom (not en suite). Shared amenities include a modern well-appointed kitchen and laundry, spacious living room with TV, rear patio facing the afternoon sun, garage for a bicycle, and driveway car parking. You can also enjoy a spectacular front garden while relaxing in the shade. Heating and air-conditioning are provided by a brand new heat pump (no more natural gas!), and there are solar panels on the roof.  This space is perfect for someone seeking a safe, comfortable and welcoming environment, and a quiet place to work and unwind.",unknown,1,unknown,medium,"kitchen, laundry, living room, rear patio, garage, driveway car parking; unknown (solar panels, front garden)",private,"bus, store, recreation centre/pool, park; unknown (York U and Seneca King)","large work desk accessible to house WiFi, brand new heat pump, solar panels on the roof"
2483,Clean bright bedroom in Dilworth Area in quiet home,"We live in a quiet neighborhood in the Dilworth area.  We are very close to bus routes, downtown,UBCO and College.  We have a beautiful park and walking trails at the end of our street.  Our  home is walk out rancher style, not a huge house, but feels very homey. We have a very nice backyard with an inground pool for the summer months..  YOur room will consist of a comfy bed, desk and chair for studying, a dresser and a nice sized closet. Bathroom is across the hall from your room. .  We have a super friendly yellow lab who is living his best life!","Clean bright bedroom in Dilworth Area in quiet home. We live in a quiet neighborhood in the Dilworth area.  We are very close to bus routes, downtown,UBCO and College.  We have a beautiful park and walking trails at the end of our street.  Our  home is walk out rancher style, not a huge house, but feels very homey. We have a very nice backyard with an inground pool for the summer months..  YOur room will consist of a comfy bed, desk and chair for studying, a dresser and a nice sized closet. Bathroom is across the hall from your room. .  We have a super friendly yellow lab who is living his best life!",unknown,1,true,medium,unknown,private,"bus, downtown, UBCO, College, park, walking trails",inground pool
2490,Room for rent for female student  starting in February 2025,"In town mini home. Nice and quiet neighborhood. One bedroom furnished. Shared 

bathroom and Kitchen.
Must like dogs. I have a small size dog.
Clean and quiet space. No smoke, no drugs. Walk distance from the hospital, all amenities and about 10 minutes drivinng from NSCC College.","Room for rent for female student  starting in February 2025. In town mini home. Nice and quiet neighborhood. One bedroom furnished. Shared 

bathroom and Kitchen.
Must like dogs. I have a small size dog.
Clean and quiet space. No smoke, no drugs. Walk distance from the hospital, all amenities and about 10 minutes drivinng from NSCC College.",1,1,true,unknown,"bathroom, kitchen",shared,"hospital, all amenities, NSCC College",unknown
2493,Clean bedroom in suburban home,Lovely home in quiet neighborhood. Within walking distance to shopping and bus service.,Clean bedroom in suburban home. Lovely home in quiet neighborhood. Within walking distance to shopping and bus service.,unknown,unknown,unknown,medium,unknown,unknown,"bus, store",unknown
2504,Comfortable and clean bedroom,"In Nacmine just 5 min from Downtown Drumheller. Two bedroom house with open space living room, dining room and kitchen. Bathroom is shared as well as kitchen and dining room. Sharing laundry room. Parking outside.","Comfortable and clean bedroom. In Nacmine just 5 min from Downtown Drumheller. Two bedroom house with open space living room, dining room and kitchen. Bathroom is shared as well as kitchen and dining room. Sharing laundry room. Parking outside.",unknown,2,unknown,unknown,"living room, dining room, kitchen, bathroom, laundry room",shared,Downtown Drumheller,unknown
2520,Medium room with good north facing windows,"Pleasant room on quiet side street close to Yonge and St Clair, with many options for groceries and shops. 15 minute walk to subway, or 10 minute walk to Avenue road where there is a bus going straight to University of Toronto's St George Campus. The living room is large and airy, and the kitchen has good counter space and a full range of appliances. Laundry facilities are one floor down in the basement. Some room available in the storage locker.

Comes with desk, chair, bed, wardrobe and small closet.","Medium room with good north facing windows. Pleasant room on quiet side street close to Yonge and St Clair, with many options for groceries and shops. 15 minute walk to subway, or 10 minute walk to Avenue road where there is a bus going straight to University of Toronto's St George Campus. The living room is large and airy, and the kitchen has good counter space and a full range of appliances. Laundry facilities are one floor down in the basement. Some room available in the storage locker.

Comes with desk, chair, bed, wardrobe and small closet.",unknown,1,unknown,medium,"living room, kitchen, unknown",unknown,"bus, store, recreation centre/pool, school","desk, chair, bed, wardrobe, small closet"
2528,Quiet and clean bedroom.,"Females only please. Close to bus stop, Two Eagles Golf Course, Tim Hortons and more. Bike to the lake in 10 minutes. Home share with active retired couple who like to travel many months of the year. Quiet family neighborhood in peaceful setting with backyard patio and deck that are so lovely in the warm weather. Air conditioning, gas fireplace included. Blinds, curtains , bedding and towels, bed, desk and dresser.","Quiet and clean bedroom.. Females only please. Close to bus stop, Two Eagles Golf Course, Tim Hortons and more. Bike to the lake in 10 minutes. Home share with active retired couple who like to travel many months of the year. Quiet family neighborhood in peaceful setting with backyard patio and deck that are so lovely in the warm weather. Air conditioning, gas fireplace included. Blinds, curtains , bedding and towels, bed, desk and dresser.",unknown,unknown,unknown,unknown,"living room, kitchen, backyard patio and deck",unknown,"bus stop, Two Eagles Golf Course, Tim Hortons, lake","air conditioning, gas fireplace, blinds, curtains , bedding and towels, bed, desk and dresser"
2563,"bachelor style ""suite"" with private bathroom in Bonnie Doon","Bungalow house in residential neighbourhood, close to transit to university campuses downtown and southside.  Would love to welcome a student!","bachelor style ""suite"" with private bathroom in Bonnie Doon. Bungalow house in residential neighbourhood, close to transit to university campuses downtown and southside.  Would love to welcome a student!",unknown,unknown,unknown,unknown,unknown,private,"bus, university",unknown
2578,Cozy room in a new house,"This is a room in the second floor. It is part of a recently built semi detached home in Spryfield. We are three brothers living in the house. They can use the kitchen where we have oven, micrawave, dish washer, fridge and freezers. There is a 55 inch TV in the main level. We have Netflix and Prime Video on our TV. House has 1.5Gb/s internet from Bell and a complete water filtering system for chlorine free water everywhere. We also have separate drinking water filtered through reverse osmosis for chemical free pure water. You can access the washer and dryer on weekends.","Cozy room in a new house. This is a room in the second floor. It is part of a recently built semi detached home in Spryfield. We are three brothers living in the house. They can use the kitchen where we have oven, micrawave, dish washer, fridge and freezers. There is a 55 inch TV in the main level. We have Netflix and Prime Video on our TV. House has 1.5Gb/s internet from Bell and a complete water filtering system for chlorine free water everywhere. We also have separate drinking water filtered through reverse osmosis for chemical free pure water. You can access the washer and dryer on weekends.",3,unknown,unknown,unknown,"kitchen, unknown",unknown,unknown,"55 inch TV, high-speed internet (1.5Gb/s), water filtering system (chlorine free), reverse osmosis filtered drinking water, washer and dryer"
2626,Murphy's Landing First Floor Suite (3A),"Main floor suite of a house that includes 2 master bedrooms, garage and laundry. All utilities included and the unit is fully furnished apart from bedding and towels. 1,800sq ft.","Murphy's Landing First Floor Suite (3A). Main floor suite of a house that includes 2 master bedrooms, garage and laundry. All utilities included and the unit is fully furnished apart from bedding and towels. 1,800sq ft.",unknown,2,unknown,large,unknown,unknown,unknown,"garage, laundry"
2633,Family of 6 looking for lovely female college student to rent a very large room in our house,"We are a family of 6: kids ages 14, 12, 11 & 9 with a very large room for rent in our basement. The basement is shared with our 14 & 12 yr old daughters so we will only accept a female renter. The room for rent is very large with couches included for a sitting room in it. There is a kitchenette in the basement with a microwave, fridge and hot plate to cook your own meals but we will invite you for some family meals as well (you are welcome to use the oven upstairs as well!) Laundry is shared and there is a somewhat private entrance (walk out basement doors). We are a fun, loud, friendly family looking for someone that is looking for a home away from home while they go to college. We do not have pets and will not allow any pets in our home. Rent includes utilities and wifi. We do not smoke and will not allow any type of smoking on our property. 

A little about us: we love cooking good food, hosting dinner parties, camping, sports, weekend getaways and board games. We are actively involved in our church and volunteer in the community as well. Our home will not be quiet but it will be full of fun and laughter!","Family of 6 looking for lovely female college student to rent a very large room in our house. We are a family of 6: kids ages 14, 12, 11 & 9 with a very large room for rent in our basement. The basement is shared with our 14 & 12 yr old daughters so we will only accept a female renter. The room for rent is very large with couches included for a sitting room in it. There is a kitchenette in the basement with a microwave, fridge and hot plate to cook your own meals but we will invite you for some family meals as well (you are welcome to use the oven upstairs as well!) Laundry is shared and there is a somewhat private entrance (walk out basement doors). We are a fun, loud, friendly family looking for someone that is looking for a home away from home while they go to college. We do not have pets and will not allow any pets in our home. Rent includes utilities and wifi. We do not smoke and will not allow any type of smoking on our property. 

A little about us: we love cooking good food, hosting dinner parties, camping, sports, weekend getaways and board games. We are actively involved in our church and volunteer in the community as well. Our home will not be quiet but it will be full of fun and laughter!",6,unknown,false,large,"basement, kitchenette, laundry (somewhat private entrance); upstairs: oven, family meals",unknown,unknown,"very large room with couches, kitchenette, somewhat private entrance"
2636,Large bedroom in Century Home,"Our home is a large century home located in the heart of downtown. Your room would be on the third floor, which has two bedrooms and a shared bathroom. Family bedrooms are all located on the second floor. Third floor can be accessed via second staircase. Shared kitchen and laundry. We are a family with two young children & dog, and usually a student in the home.","Large bedroom in Century Home. Our home is a large century home located in the heart of downtown. Your room would be on the third floor, which has two bedrooms and a shared bathroom. Family bedrooms are all located on the second floor. Third floor can be accessed via second staircase. Shared kitchen and laundry. We are a family with two young children & dog, and usually a student in the home.",unknown,2,true,large,"kitchen, laundry",shared,unknown,none
2637,Murphy's Landing Second Floor Suite (3B),"A 1 bedroom, 1 bath fully contained suite. Includes private laundry and all utilities. Unit is fully furnished. 750sq ft.","Murphy's Landing Second Floor Suite (3B). A 1 bedroom, 1 bath fully contained suite. Includes private laundry and all utilities. Unit is fully furnished. 750sq ft.",1,1,unknown,medium,unknown,private,unknown,"private laundry, all utilities, fully furnished"
2701,"Prime location in the heart of the Dalhousie campus, perfect for students.","This four-bedroom unit is located on the 2nd and 3rd floor of a beautiful townhouse condo complex right next to the Rebecca Cohn Auditorium in the heart of the Dalhousie campus. It’s in mint condition, freshly painted, and fully furnished. Just steps away from hospitals, restaurants, coffee shops and the Public Gardens. My husband and I purchased this condo in order to provide student housing for our son. We're happy that this condo unit can accommodate three other occupants and that we're able to provide quality housing for other students as well. Each bedroom comes complete with a window, closet, double bed, dresser, bedside table, desk, and office chair. Rent is $1200 for this room on the third floor, all inclusive and includes utilities, high speed internet with 80 TV channels, and ensuite laundry facilities. Three of the four bedrooms are currently being rented by Dalhousie students who are looking for a compatible 4th roommate.","Prime location in the heart of the Dalhousie campus, perfect for students.. This four-bedroom unit is located on the 2nd and 3rd floor of a beautiful townhouse condo complex right next to the Rebecca Cohn Auditorium in the heart of the Dalhousie campus. It’s in mint condition, freshly painted, and fully furnished. Just steps away from hospitals, restaurants, coffee shops and the Public Gardens. My husband and I purchased this condo in order to provide student housing for our son. We're happy that this condo unit can accommodate three other occupants and that we're able to provide quality housing for other students as well. Each bedroom comes complete with a window, closet, double bed, dresser, bedside table, desk, and office chair. Rent is $1200 for this room on the third floor, all inclusive and includes utilities, high speed internet with 80 TV channels, and ensuite laundry facilities. Three of the four bedrooms are currently being rented by Dalhousie students who are looking for a compatible 4th roommate.",4,4,unknown,unknown,unknown,unknown,"bus, store, recreation centre/pool, hospital, coffee shop; unknown","fully furnished, ensuite laundry facilities, high speed internet with 80 TV channels"
2727,"Prime location in the heart of the Dalhousie campus, perfect for students.","This four-bedroom unit is located on the 2nd and 3rd floor of a beautiful townhouse condo complex right next to the Rebecca Cohn Auditorium in the heart of the Dalhousie campus. It’s in mint condition, freshly painted, and fully furnished. Just steps away from hospitals, restaurants, coffee shops and the Public Gardens. My husband and I purchased this condo in order to provide student housing for our son. We're happy that this condo unit can accommodate three other occupants and that we're able to provide quality housing for other students as well. Each bedroom comes complete with a window, closet, double bed, dresser, bedside table, desk, and office chair. Rent is $800 for this room on the third floor, all inclusive and includes utilities, high speed internet with 80 TV channels, and ensuite laundry facilities. Three of the four bedrooms are currently being rented by Dalhousie students who are looking for a compatible roommate.","Prime location in the heart of the Dalhousie campus, perfect for students.. This four-bedroom unit is located on the 2nd and 3rd floor of a beautiful townhouse condo complex right next to the Rebecca Cohn Auditorium in the heart of the Dalhousie campus. It’s in mint condition, freshly painted, and fully furnished. Just steps away from hospitals, restaurants, coffee shops and the Public Gardens. My husband and I purchased this condo in order to provide student housing for our son. We're happy that this condo unit can accommodate three other occupants and that we're able to provide quality housing for other students as well. Each bedroom comes complete with a window, closet, double bed, dresser, bedside table, desk, and office chair. Rent is $800 for this room on the third floor, all inclusive and includes utilities, high speed internet with 80 TV channels, and ensuite laundry facilities. Three of the four bedrooms are currently being rented by Dalhousie students who are looking for a compatible roommate.",4,4,unknown,unknown,unknown,unknown,"bus, store, recreation centre/pool, school and university","freshly painted, fully furnished, ensuite laundry facilities, high speed internet with 80 TV channels"
2728,"Prime location in the heart of the Dalhousie campus, perfect for students.","This four-bedroom unit is located on the 2nd and 3rd floor of a beautiful townhouse condo complex right next to the Rebecca Cohn Auditorium in the heart of the Dalhousie campus. It’s in mint condition, freshly painted, and fully furnished. Just steps away from hospitals, restaurants, coffee shops and the Public Gardens. My husband and I purchased this condo in order to provide student housing for our son. We're happy that this condo unit can accommodate three other occupants and that we're able to provide quality housing for other students as well. Each bedroom comes complete with a window, closet, double bed, dresser, bedside table, desk, and office chair. Rent is $1200 for this room on the second floor, all inclusive and includes utilities, high speed internet with 80 TV channels, and ensuite laundry facilities. Three of the four bedrooms are currently being rented by Dalhousie students who are looking for a compatible 4th roommate.","Prime location in the heart of the Dalhousie campus, perfect for students.. This four-bedroom unit is located on the 2nd and 3rd floor of a beautiful townhouse condo complex right next to the Rebecca Cohn Auditorium in the heart of the Dalhousie campus. It’s in mint condition, freshly painted, and fully furnished. Just steps away from hospitals, restaurants, coffee shops and the Public Gardens. My husband and I purchased this condo in order to provide student housing for our son. We're happy that this condo unit can accommodate three other occupants and that we're able to provide quality housing for other students as well. Each bedroom comes complete with a window, closet, double bed, dresser, bedside table, desk, and office chair. Rent is $1200 for this room on the second floor, all inclusive and includes utilities, high speed internet with 80 TV channels, and ensuite laundry facilities. Three of the four bedrooms are currently being rented by Dalhousie students who are looking for a compatible 4th roommate.",4,4,unknown,unknown,unknown,unknown,"bus, store, recreation centre/pool, hospital","fully furnished, ensuite laundry facilities, high speed internet with 80 TV channels"
2737,Bright bedroom & private bathroom- Upper Mission,"Our home is located in the Upper Mission 6.8km from Okanagan College on bus route 17. Nearby shopping includes Mission Village at the Ponds. Gyro beach is 6.5km away. Downtown is approximately a 20 min drive (10km) and UBCO 16km.

The room comes with a private bathroom. The room is furnished with a queen bed, dresser, sit/stand desk and closet.","Bright bedroom & private bathroom- Upper Mission. Our home is located in the Upper Mission 6.8km from Okanagan College on bus route 17. Nearby shopping includes Mission Village at the Ponds. Gyro beach is 6.5km away. Downtown is approximately a 20 min drive (10km) and UBCO 16km.

The room comes with a private bathroom. The room is furnished with a queen bed, dresser, sit/stand desk and closet.",unknown,1,unknown,unknown,unknown,private,"bus, store, Gyro beach, Okanagan College, Mission Village at the Ponds, downtown, UBCO","queen bed, dresser, sit/stand desk, closet"
2749,Cosy accommodation in Parksville,"Bungalow in a quiet neighbourhood.  Fully fenced, private backyard.  Walk-in shower.  I use only environmentally safe cleaning supplies throughout the house.","Cosy accommodation in Parksville. Bungalow in a quiet neighbourhood.  Fully fenced, private backyard.  Walk-in shower.  I use only environmentally safe cleaning supplies throughout the house.",unknown,unknown,unknown,medium,unknown,private,unknown,"fully fenced, walk-in shower; environmentally safe cleaning supplies"
2761,Spacious and Bright Walk Out Basement Apartment,"All you need to do is move in! Exclusive use of the entire bright and spacious walk out basement with the exception of the laundry room. Fully furnished. Wifi, utilities and TV included. You will have your own private entrance and locked bedroom. Large driveway and big backyard to use and enjoy. 2 minute walk to bus stop. 5 minutes from Don Valley Parkway. Shopping very close by. I will occupy the upper level and available if needed. Quiet neighborhood.","Spacious and Bright Walk Out Basement Apartment. All you need to do is move in! Exclusive use of the entire bright and spacious walk out basement with the exception of the laundry room. Fully furnished. Wifi, utilities and TV included. You will have your own private entrance and locked bedroom. Large driveway and big backyard to use and enjoy. 2 minute walk to bus stop. 5 minutes from Don Valley Parkway. Shopping very close by. I will occupy the upper level and available if needed. Quiet neighborhood.",unknown,unknown,unknown,large,"laundry room, unknown",private,"bus, shopping","private entrance, locked bedroom, large driveway, big backyard"
2772,Clean bedroom in a colourful house.,A colourful house in a colourful neighbourhood. The bedroom looks over the backyard and garden. Close to transit and walkable for groceries. A place to park your car or bike.,Clean bedroom in a colourful house.. A colourful house in a colourful neighbourhood. The bedroom looks over the backyard and garden. Close to transit and walkable for groceries. A place to park your car or bike.,unknown,1,unknown,unknown,unknown,unknown,"bus, store",backyard and garden; car or bike parking
2793,Apartment with a Beautiful View of the river,My house has an apartment inside which has two bedrooms which will be rented separately and you will have a common kitchen living room with the TV  and a Separate door to go out with your own little yard and all utilities are included with Wi-Fi,Apartment with a Beautiful View of the river. My house has an apartment inside which has two bedrooms which will be rented separately and you will have a common kitchen living room with the TV  and a Separate door to go out with your own little yard and all utilities are included with Wi-Fi,2,2,unknown,unknown,"kitchen, living room",unknown,unknown,"balcony, yard"
2797,Fully Furnished Master's Bedroom in Dartmouth,Fully Furnished Bedroom in Dartmouth,Fully Furnished Master's Bedroom in Dartmouth. Fully Furnished Bedroom in Dartmouth,unknown,1,unknown,unknown,unknown,unknown,unknown,Fully Furnished
2809,Private Room with Private Bathroom in Condo,"2 bedroom, 2 bathroom condo. Renter would have their own room and bathroom and share living room and kitchen with myself.","Private Room with Private Bathroom in Condo. 2 bedroom, 2 bathroom condo. Renter would have their own room and bathroom and share living room and kitchen with myself.",2,2,unknown,unknown,"living room, kitchen",private,unknown,unknown
2810,"Large, private 1 bedroom (partly furnished) full suite","Bright 1 Bedroom, walkout full, private suite.  Suite includes a large kitchen, large living room, bedroom and private bathroom with shower.  Suite also contains laundry facilities.  UTILITIES INCLUDED in rent.  Cable and internet not included.  Suite is lower level of a quiet, family home.  No pets, no smoking, no parties.  Suite is partly furnished - queen bed. sofa, desk etc.  Location is in a quiet, family neighbourhood, close to bus stops for easy access to university and grocery stores.","Large, private 1 bedroom (partly furnished) full suite. Bright 1 Bedroom, walkout full, private suite.  Suite includes a large kitchen, large living room, bedroom and private bathroom with shower.  Suite also contains laundry facilities.  UTILITIES INCLUDED in rent.  Cable and internet not included.  Suite is lower level of a quiet, family home.  No pets, no smoking, no parties.  Suite is partly furnished - queen bed. sofa, desk etc.  Location is in a quiet, family neighbourhood, close to bus stops for easy access to university and grocery stores.",1,1,unknown,large,unknown,private,"bus, store","kitchen, large living room, laundry facilities"
2815,Spare Bedroom 1,"Charming older home in quiet neighborhood.  Has great neighbors
2 storey, 
Bedroom on second floor.  Like many older homes, it is closet challenged in the bedroom itself, but additional closet space just outside the bedroom.  
Have a variety of work surfaces, bureau, and lighting options that can be moved into the space, to suit the renters needs an wishes.
Dedicated bathroom on second floor, just outside the bedroom.  Shower, sink, toilet.  Can discuss sharing bathtub in host bathroom.
Has an in ground pool, seasonally.  
There is a bar fridge available if the kitchen fridge does not meet needs.  
Laundry in the basement.","Spare Bedroom 1. Charming older home in quiet neighborhood.  Has great neighbors
2 storey, 
Bedroom on second floor.  Like many older homes, it is closet challenged in the bedroom itself, but additional closet space just outside the bedroom.  
Have a variety of work surfaces, bureau, and lighting options that can be moved into the space, to suit the renters needs an wishes.
Dedicated bathroom on second floor, just outside the bedroom.  Shower, sink, toilet.  Can discuss sharing bathtub in host bathroom.
Has an in ground pool, seasonally.  
There is a bar fridge available if the kitchen fridge does not meet needs.  
Laundry in the basement.",unknown,1,unknown,unknown,unknown,private; shared (potentially),unknown,"in ground pool, bar fridge available, laundry in the basement"
2817,Bedroom with dresser fully furnished,,Bedroom with dresser fully furnished. ,unknown,1,unknown,unknown,unknown,unknown,unknown,"dresser, fully furnished"
2818,Bedroom 2 with dresser fully furnished,,Bedroom 2 with dresser fully furnished. ,unknown,2,unknown,unknown,unknown,unknown,unknown,dresser fully furnished
2825,Bespoke Guest Suite,"Here's an unprecedented opportunity to live & enjoy life (without hassle) at The Hollow of Lovat, in picturesque Salt Springs, Nova Scotia.

We've completed renovations to our bespoke guest suite and we are ready to welcome into our home an individual or couple seeking accommodations for short or interim time periods. 

We'll also accept applications from individuals looking for longer term room & board tenancy options. 

Included with our accommodation;

Large furnished room with king sized bed & Endy™ mattress. 

Option for memory foam or feather pillows & luxury linens.

Attached (shared) 4 piece bathroom including walk-in accessible shower & soaker tub with  spa quality towels & product lines.

Unlimited hardwired & Wifi accessible Starlink™ Internet. 

Chef recommended menu selections of exceptional quality food & barbecue grill - showcasing generously portioned homestyle cuisine from all over the world. Served nightly for dinner dining using locally sourced products whenever possible. 

Optional availability to add nutritionally balanced Grab & Go Breakfast, Packed Sack Lunch or Evening Dessert with Nightly Cookies available.

(dietary accommodation available for allergens, keto, low carb, paleo, pescatarian, carnivore, gluten free/sugar free & diabetic friendly requirements. (*Animal proteins & products will be served)

Access to all amenities including our Gym, Secondary Washroom, Kitchen, Living room, Dining room, Eating Bar, & Viewing Deck - featuring breathtaking scenery in every season from every window.

Castable screens are available for viewing of your personal subscription service(s) in the Living Room, Eating Bar, Gym & your Suite.

Daily or weekly maid & laundry services as requested, including (non negotiable) monthly deep cleaning & room sanitization for tenancy exceeding 30 days.

Personal parking space with 7am snow removal on the premises in the winter. 

At your whim, access to wilderness & nature outside your window & on the doorstep waiting to help you restore, center & balance or to set off for an adventure.

What we will need in return; 

Easy going, friendly & kind individual(s)
Must be tidy, respectful, a nature & animal lover with well established income & credit history. 

You’ll have a clean up to date criminal record & vulnerable sector check, as well as a willingness to live in an adult focused home environment with shared communal amenities & companionship animals - including a deep seeded preference for cleanliness in your living environment.

Accommodation rates will begin at $950/mth $50/day for individuals & $75/day for couples which includes utilities & amenities access.

Rate increases based on food, laundry & maid service options chosen will be prorated on a daily basis & due in full by the 5th of the month or prior to departure for short term stays.  

A refundable deposit of 50% of your monthly obligatory remuneration will be required upon receipt of a signed & mutually agreed upon lodging contract for any tenancy exceeding a 30 day duration. 

Due to location and unpredictable road conditions, a standing recommendation is in place for AWD or 4x4 vehicles being suggested for guests and tenants planning winter stays.

References & aforementioned checks will be provided upon request of all individuals living on the premises. Failure to comply or live ethically within the premises and in our communities will result in an eviction notice that will supersede Nova Scotia’s tenancy agreement timelines and/or rights & regulations - at ownership’s discretion.","Bespoke Guest Suite. Here's an unprecedented opportunity to live & enjoy life (without hassle) at The Hollow of Lovat, in picturesque Salt Springs, Nova Scotia.

We've completed renovations to our bespoke guest suite and we are ready to welcome into our home an individual or couple seeking accommodations for short or interim time periods. 

We'll also accept applications from individuals looking for longer term room & board tenancy options. 

Included with our accommodation;

Large furnished room with king sized bed & Endy™ mattress. 

Option for memory foam or feather pillows & luxury linens.

Attached (shared) 4 piece bathroom including walk-in accessible shower & soaker tub with  spa quality towels & product lines.

Unlimited hardwired & Wifi accessible Starlink™ Internet. 

Chef recommended menu selections of exceptional quality food & barbecue grill - showcasing generously portioned homestyle cuisine from all over the world. Served nightly for dinner dining using locally sourced products whenever possible. 

Optional availability to add nutritionally balanced Grab & Go Breakfast, Packed Sack Lunch or Evening Dessert with Nightly Cookies available.

(dietary accommodation available for allergens, keto, low carb, paleo, pescatarian, carnivore, gluten free/sugar free & diabetic friendly requirements. (*Animal proteins & products will be served)

Access to all amenities including our Gym, Secondary Washroom, Kitchen, Living room, Dining room, Eating Bar, & Viewing Deck - featuring breathtaking scenery in every season from every window.

Castable screens are available for viewing of your personal subscription service(s) in the Living Room, Eating Bar, Gym & your Suite.

Daily or weekly maid & laundry services as requested, including (non negotiable) monthly deep cleaning & room sanitization for tenancy exceeding 30 days.

Personal parking space with 7am snow removal on the premises in the winter. 

At your whim, access to wilderness & nature outside your window & on the doorstep waiting to help you restore, center & balance or to set off for an adventure.

What we will need in return; 

Easy going, friendly & kind individual(s)
Must be tidy, respectful, a nature & animal lover with well established income & credit history. 

You’ll have a clean up to date criminal record & vulnerable sector check, as well as a willingness to live in an adult focused home environment with shared communal amenities & companionship animals - including a deep seeded preference for cleanliness in your living environment.

Accommodation rates will begin at $950/mth $50/day for individuals & $75/day for couples which includes utilities & amenities access.

Rate increases based on food, laundry & maid service options chosen will be prorated on a daily basis & due in full by the 5th of the month or prior to departure for short term stays.  

A refundable deposit of 50% of your monthly obligatory remuneration will be required upon receipt of a signed & mutually agreed upon lodging contract for any tenancy exceeding a 30 day duration. 

Due to location and unpredictable road conditions, a standing recommendation is in place for AWD or 4x4 vehicles being suggested for guests and tenants planning winter stays.

References & aforementioned checks will be provided upon request of all individuals living on the premises. Failure to comply or live ethically within the premises and in our communities will result in an eviction notice that will supersede Nova Scotia’s tenancy agreement timelines and/or rights & regulations - at ownership’s discretion.",2,1,true,unknown,"Gym, Secondary Washroom, Kitchen, Living room, Dining room, Eating Bar, Viewing Deck",private,"bus, store, recreation centre/pool, school and university (unknown)","Endy™ mattress, chef recommended menu selections, unlimited hardwired & Wifi accessible Starlink™ Internet, castable screens, daily or weekly maid & laundry services, personal parking space, wilderness & nature access"
2838,Guest bedroom,,Guest bedroom. ,unknown,1,unknown,unknown,unknown,unknown,unknown,Guest bedroom
2847,Bright and Quiet furnished bedroom with private bathroom ( 24 hrs security ),"Non smoking Condo convenience with all waking distance , bus stop , supermarket, gym , school, walk in clinic , restaurants etc Have 2 small hypoallergenic house dogs. Share kitchen and laundry. 
Parking is extra
Price discount for dogs care energy exchange.","Bright and Quiet furnished bedroom with private bathroom ( 24 hrs security ). Non smoking Condo convenience with all waking distance , bus stop , supermarket, gym , school, walk in clinic , restaurants etc Have 2 small hypoallergenic house dogs. Share kitchen and laundry. 
Parking is extra
Price discount for dogs care energy exchange.",unknown,1,true,unknown,"kitchen, laundry",private,"bus stop, supermarket, gym, walk in clinic, restaurants",24 hrs security
2887,Furnished room for rent in shared house,"1 Bedroom w/ Private bathroom. Full shower w/ deep soaker bathtub. Wall desk (for computer and study), and large closet. Fully equipped Kitchen. Private fully fenced back yard in quiet neighbourhood, for outdoor relaxation.  Parking. Greenspace across the street. Laundry. Hi-speed internet included. 4 minute drive to OUC College. 15 minute walk on dedicated footpath. Public transit stop steps from house.","Furnished room for rent in shared house. 1 Bedroom w/ Private bathroom. Full shower w/ deep soaker bathtub. Wall desk (for computer and study), and large closet. Fully equipped Kitchen. Private fully fenced back yard in quiet neighbourhood, for outdoor relaxation.  Parking. Greenspace across the street. Laundry. Hi-speed internet included. 4 minute drive to OUC College. 15 minute walk on dedicated footpath. Public transit stop steps from house.",1,1,unknown,unknown,house,private,"bus, store, greenspace, university",fully fenced back yard; fully equipped kitchen; wall desk; large closet; private outdoor relaxation area; parking; hi-speed internet included; laundry
2908,Clean and comfort room in an old farm house.,"Christian family so no alcohol , drugs, smoking and no partying on premises.  Breakfast you will get your self, Lunch if eating at home it will be made for you, if taking a lunch bag you are responsible to make it. Supper we will get together as a family between 5-6 pm. other rules we will chat about if interested in the room.","Clean and comfort room in an old farm house.. Christian family so no alcohol , drugs, smoking and no partying on premises.  Breakfast you will get your self, Lunch if eating at home it will be made for you, if taking a lunch bag you are responsible to make it. Supper we will get together as a family between 5-6 pm. other rules we will chat about if interested in the room.",unknown,unknown,unknown,unknown,unknown,unknown,unknown,clean; comfort room
