ID,Property Title,Description,City,Province,Postal Code,Number Of People,Number Of Pets,Bathroom Occupants,Price,Utilities Fees,Total,Available From,Status,Property Type,Property Size,Space Type,Host Prefers,Facilities,Household Items,Occupants,Furnishing Level,Furnishings,Bed Type,Safety Features,Amenities,House Rules,Shared Spaces,Bathroom Type,City_clean
4169,,,,,,,,1,,,,,draft,Other,,,,,,,,,,,,,,,
4170,Summer Sublease Apartment,"Summer sublease in Halifax ideal for students (DAL, SMU, etc.) 
Begins May 1st (opportunity to move in early) until August 31st, 2025. Only four month fixed term available. 
Both rooms in this 2 bdrm 1 bath are vacant all summer and are both up for rent. 

Location is a minute from central spring garden and only 15 min walk to DAL campus. 
Home is fully furnished, including all appliances, and amenities such as laundry, balcony, smart tv... etc. 
Looking for clean quiet females (both current tenants are as well)

Message for details or to book a viewing!",Halifax,NS,B3J 1C1,,,1,900.0,0.0,900.0,,deleted,Townhouse,,,,,,,,"['Desk', 'Television', 'Closet', 'Lamp', 'Fridge']",Queen bed,"['Smoke Detector', 'Door lock']","['Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'wifi', 'Tv', 'Window covering', 'Private entry', 'Kitchenware']",['No shoes inside'],,,Halifax
4171,Clean furnished Bedroom in a family home in terwilliger towne,"A clean comfortable Bedroom in a quiet and safe neighborhood of Terwilliger Towne with front street parking, quick access to Terw Rec centre and Leger Bus station. Several restaurants and grocery stores near by and beautiful parks to visit and relax. 1400 sqFt home to be shared with mature young adult(owners son) with shared full bathroom with additional tenant at times. Features include upstairs laundry, comfortable common living area with large screen TV, spacious kitchen and half bathroom on main floor. Large south facing deck with BBQ an patio furniture. fenced backyard",Edmonton,AB,T6R 2T5,,,1,850.0,0.0,918.0,,listed,House,,,,,"['Pantry Items', 'Condiments']",,,"['Bedding', 'Blankets', 'Pillows', 'Hangers', 'Closet', 'Drawers', 'Lamp']",Single bed,"['Fire Extinguisher', 'Smoke Detector', 'First aid kit']","['Free parking on site', 'Street parking', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Fireplace', 'wifi', 'Tv', 'Window covering', 'Fenced yard', 'Kitchenware']","['No smoking', 'No shoes inside', 'Keep spaces clean', 'Notice on visitors']",,,Edmonton
4172,Furnished bedroom in 2 bed home - shared kitchen and bath,"1 bedroom in furnished home.  Shared common areas - living room, kitchen, bath.  Fenced yard, bbq, deck.  Shared with 1 other adult and 1 medium dog.  Must be familiar and OK sharing living space with a dog.",Cranbrook,BC,V1C 2H5,,,1,800.0,0.0,864.0,,deleted,House,,,,,"['Pantry Items', 'Condiments', 'Dish Detergent', 'Toilet Paper']",,,"['Desk', 'Closet', 'Lamp']",Double bed,"['Smoke Detector', 'Door lock']","['Free parking on site', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'wifi', 'Cable / Satellite', 'Window covering', 'Fenced yard', 'Kitchenware']","['No smoking', 'Keep spaces clean', ""Policy on visitor's stay""]",,,Cranbrook
4173,"Private Basement Suite, 1bed / 1bath","1 bedroom 1 bathroom basement suite. Bright and freshly renovated, fully furnished, approx 750 sq ft. What else is included?
- utilities
- separate laundry
- parking
- your own secure large storage shed
- large entrance

Pet friendly!

Landlord occupied upper level with two dogs. We live in a family friendly South Rutland neighbourhood next to an elementary school with great neighbours and a short walk to many amenities including Plaza 33 (Save On Foods, Shoppers Drug Mart, banks...) Starbucks, restaurants, YMCA.. On bus route 8 / 10.

Lease terms negotiable.",Kelowna,BC,V1X 1H6,,,1,1600.0,0.0,1728.0,,listed,Suite,,,,['Storage locker'],,,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Desk', 'Hangers', 'Television', 'Closet', 'Lamp']",Double bed,"['Smoke Detector', 'Door lock']","['Free parking on site', 'Stove and oven', 'Fridge', 'Washer', 'Dryer', 'Air conditioner', 'wifi', 'Cable / Satellite', 'Tv', 'Window covering', 'Private entry']",,,,Kelowna
4174,Private apartment attached to current home,Large old farmhouse on 10 private acres with river access.  The unit has a separate entrance and renters have their own space with all appliances (minus a dishwasher).,Durham,NS,B0K 2A0,,,1,1400.0,0.0,1400.0,,deleted,House,,,,,,,,"['Closet', 'Drawers', 'Lamp']",Queen bed,"['Fire Extinguisher', 'Smoke Detector']","['Free parking on site', 'Stove and oven', 'Fridge', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'wifi', 'Private entry']","['No smoking', ""Policy on visitor's stay""]",,,Durham
4175,2 bdrm walkout on Gellately Bay,"Recently renovated large 2 bedroom basement suite with separate entrance and parking. Bedroom 1 has 2 twin beds which are currently joined to make a king, bedroom 2 has 2 queen size beds. Kitchen area includes 2 burner induction hot plate, countertop oven, microwave, 2 refrigerator drawers, coffee maker, kettle, blender, bar seating for 4, dishes, pots and pans, silverware, etc. There is in-suite laundry, internet and TV. No pets, references required.",West Kelowna,BC,V4T 2K1,,,1,800.0,150.0,1026.0,,deleted,Suite,,,,,,,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Desk', 'Hangers', 'Television', 'Closet', 'Drawers', 'Lamp', 'Fridge']",Twin bed,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector']","['Free parking on site', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'Fireplace', 'wifi', 'Cable / Satellite', 'Tv', 'Swimming pool', 'Window covering', 'Private entry', 'Blow dryer', 'Kitchenware']","['No smoking', 'Scent free']",,,West Kelowna
4176,your own bedroom with a view,"Brand new built suite is beautifully designed with a coal mine theme. This suite in nestled away on a dead-end street on the Red Deer River. Surrounded by wildlife and a symphony of birds singing. It is quiet and picturesque with a view of the coulees, river, and trees. With your own entrance, and access to the river you can live like you are on holidays. The living room has a 9ft ceiling and a large window that provides lots of natural light. Each bedroom also has large windows providing a small view. This property is only 10 minutes to Downtown Drumheller, 5 minutes to the Willow Creek Hoodoos, 8 min to Atlas Coal Mine, and an opportunity to bike over the 11 bridges into the town of Wayne while you visit the Last Chance Salon.  On a hot day you can go for a swim in the river, fish, or adventure out for a canoe ride. The owners are a quiet couple with two friendly non shedding dogs and occasionally have their children and grandchildren visit. There is no smoking or pets allowed and owners would request that noise volume is low to be sensitive to all living in the home. Also, to respect the other renter please keep the suite and outdoor area tidy. You have your own dishwasher, washer and dryer, a furnace just for suite, central air, and a cozy electric fireplace for winter months. The home has town water but is on a septic tank, therefore it would be appreciated if water usage is minimal. We are looking for renters that will value the quiet beauty or our restful home.",Drumheller,AB,T0J 0Y9,,,1,900.0,0.0,900.0,,listed,House,,,,,,,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Hangers', 'Television', 'Closet', 'Lamp']",Double bed,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector']","['Street parking', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'wifi', 'Tv', 'Window covering', 'Kitchenware']","['No smoking', 'Quiet hours', 'No shoes inside', 'Keep spaces clean', 'Notice on visitors', 'Scent free']",,,Drumheller
4177,Bright bedroom with private bathroom in a clean home,"Large 4-bedroom home in the city of Barrie, Ontario
Fully furnished private bedroom and bathroom including queen size bed, dresser, small desk, and TV.
Rent includes cable, internet, access to laundry, parking for 1 car and access to kitchen.",Barrie,ON,L4N 5X3,,,1,1000.0,0.0,1080.0,,deleted,House,,,,,"['Laundry Detergent', 'Dish Detergent', 'Toilet Paper']",,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Desk', 'Hangers', 'Television', 'Closet', 'Drawers', 'Lamp']",Queen bed,"['Smoke Detector', 'Carbon Monoxide Detector', 'Door lock']","['Free parking on site', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'Fireplace', 'wifi', 'Cable / Satellite', 'Tv', 'Window covering', 'Fenced yard', 'Blow dryer', 'Kitchenware', 'Iron', 'Blow dryer']","['No smoking', 'No shoes inside', 'Keep spaces clean', 'Notice on visitors', ""Policy on visitor's stay""]",,,Barrie
4178,Treetop Terrace,"Very large beautiful home on a lake. Private apartment is currently being constructed. Two bedrooms, living room, kitchen and bath with laundry hook up. Owners live on the other side of the home.",Digby,NS,B0W 1H0,,,1,2000.0,0.0,2000.0,,draft,House,,,,['Onsite management'],"['Dish Detergent', 'Toilet Paper']",,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Television', 'Closet', 'Drawers', 'Lamp', 'Fridge']",Double bed,"['Fire Extinguisher', 'Smoke Detector', 'First aid kit']","['Free parking on site', 'Stove and oven', 'Fridge', 'Microwave', 'wifi', 'Tv', 'Private entry', 'Blow dryer', 'Kitchenware', 'Blow dryer']","['No smoking', 'Quiet hours']",,,Digby
4179,1-Bedroom Fully Furnished Guest suite,"Fully Furnished 1-Bedroom Townhouse Near UBC - Ideal for Student Living

As a private owner, I'm pleased to offer this well-appointed, fully furnished 1-bedroom townhouse, designed with the discerning student in mind. Located within easy reach of UBC campus, this townhouse provides a comfortable and convenient living experience.

Key Features for Student Success:

High-speed GIG internet/WiFi and AppleTV for seamless study and entertainment.
Fully equipped kitchen with all essential appliances and cookware.
In-suite laundry for added convenience.
All utilities included for simplified budgeting.
Location and Lifestyle:

Direct access to UBC campus, libraries, and student amenities.
Easy access to Vancouver's beaches, parks, and downtown via public transport.
Private 1-bedroom, 1-bathroom layout for focused living.
Additional Details:

Non-smoking environment.
Clear and straightforward 1-year lease agreement (6-month option upon request).
Tenant screening (credit check, references) required.
This townhouse offers a blend of comfort, convenience, and proximity to UBC, creating an ideal living space for students. I look forward to connecting with responsible tenants",Vancouver,BC,V6K 1N7,,,1,1460.0,30.0,1609.0,,deleted,Townhouse,,,,"['Swimming pool', 'Common lounge', 'Storage locker']",,,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Desk', 'Hangers', 'Television', 'Closet', 'Drawers', 'Lamp', 'Fridge']",Single bed,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector', 'First aid kit', 'Door lock', 'Security alarm']","['Free parking on site', 'Street parking', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'Fireplace', 'wifi', 'Cable / Satellite', 'Tv', 'Window covering', 'Fenced yard']",['No smoking'],,,Vancouver
4180,Fully furnished 2 bedroom mountain view suite,"Fully furnished two bedroom above garage suite with mountain view. Ideally suited for two college students as it's a 5-7 minute walk away and available Sept 2025-May 2026. All linen and kitchen utensils included. Dishwasher, AC, Telus TV, Wifi, utilities and lockable outdoor storage space for bikes etc",Penticton,BC,V2A 2B2,,,1,2000.0,0.0,2160.0,,deleted,Suite,,,,,,,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Desk', 'Hangers', 'Television', 'Closet', 'Drawers', 'Lamp']",Queen bed,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector', 'First aid kit']","['Street parking', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'wifi', 'Cable / Satellite', 'Tv', 'Window covering', 'Private entry', 'Kitchenware', 'Iron', 'Blow dryer']","['No smoking', 'Quiet hours', 'No shoes inside']",,,Penticton
4181,Private room in a 2 bdrm 1 bath appt in prime South End location close to SMU and DAL,"I am looking for a clean, tidy, and friendly roommate to share a spacious, two-floor, two-bedroom, one-bath apartment in a prime South End location. Downstairs is one big open-concept living room/kitchen; upstairs is the bathroom and both bedrooms. The apartment is just steps from Sobeys, NSLC, Uncommon Grounds, and the South Park Street bus lines. It's a 10-minute walk to SMU and a 15-20-minute walk to Dal. The apartment features large windows, high ceilings, wooden floors and finishings, along with a small balcony on the lower floor. The space is fully furnished with a table, chairs, and couch as well as appliances. Only the bedroom will be unfurnished. The lease runs from June 1st, 2025 to May 31st, 2026, with the option to take over tenancy on May 1st, 2025. Coin-operated laundry is shared amongst tenants in the building. Most utilities are included except for electricity and wifi (shared evenly and varies monthly). Pets are allowed with landlord permission as well as parking at an extra charge/per month. Please reach out if you're interested or need more information. Thank you!",Halifax,NS,B3H 1M9,,,1,1155.0,0.0,1155.0,,draft,Apartment,,,,,"['Condiments', 'Dish Detergent', 'Toilet Paper']",,,['Closet'],,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector', 'Door lock']","['Free parking on site', 'Street parking', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Tv', 'Window covering', 'Kitchenware']","['No smoking', 'No shoes inside', 'Keep spaces clean']",,,Halifax
4182,Cozy Room in Welcoming Home,,Halifax,NS,B3K 1V9,,,1,800.0,0.0,800.0,,deleted,House,,,,,"['Pantry Items', 'Condiments', 'Laundry Detergent', 'Dish Detergent', 'Toilet Paper']",,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Desk', 'Hangers', 'Lamp', 'Fridge']",Single bed,"['Fire Extinguisher', 'Smoke Detector', 'First aid kit']","['Street parking', 'Stove and oven', 'Fridge', 'Washer', 'Dryer', 'wifi', 'Tv', 'Window covering', 'Fenced yard', 'Blow dryer', 'Kitchenware', 'Iron', 'Blow dryer']",['Keep spaces clean'],,,Halifax
4183,SUMMER SUBLET!! Single Rooms on Academy Way (may-august),"4 rooms available with full access to entire house, starting May 1st.

Fully Furnished Bright 4 bedroom (3 bed plus large Den) 3 bath townhouse within walking distance to UBCO is available from May 1 to August 30.

This luxury townhouse has a combined entertaining style kitchen with quartz countertop and living room with a fireplace in the main floor. Kitchen includes island bar with stainless steel appliances. Extras include large deck that is perfect for entertaining with city and mountain views,  laundry room with lots of space and with extra study nook, large two cars garage with lots of extra storage and additional offstreet parking. Bus stand is just few steps away from the unit.
No Smoking, No Pets, Utilities Not Included. Currently 4 students are living. Please contact 5712793567 or kajeyre@gmail.com for any questions.",Kelowna,BC,V1V 0A4,,,1,904.0,50.0,1030.0,,draft,Townhouse,,,,,,,,"['Desk', 'Closet', 'Drawers']",Double bed,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector']","['Free parking on site', 'Street parking', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'Window covering', 'Kitchenware']","['No smoking', ""Policy on visitor's stay""]",,,Kelowna
4184,Bedroom with bathroom,,Richmond Hill,ON,L4E 4A2,,,1,2500.0,0.0,2700.0,,deleted,House,,,,,"['Pantry Items', 'Condiments', 'Laundry Detergent', 'Dish Detergent']",,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Desk', 'Hangers', 'Television', 'Closet', 'Lamp', 'Fridge']",Queen bed,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector', 'First aid kit', 'Door lock', 'Security alarm']","['Free parking on site', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'Fireplace', 'wifi', 'Tv', 'Window covering', 'Fenced yard', 'Blow dryer', 'Kitchenware']","['No smoking', 'No alcohol', 'No shoes inside', 'Notice on visitors', ""Policy on visitor's stay"", 'Scent free']",,,Richmond Hill
4185,Clean Home Downtown Halifax,"Two bedrooms available in a 4-bedroom, 1-bathroom apartment available from May 1st, 2025, to August 31st, 2025 (950 per room). Recently been renovated with a heat pump and is close to grocery stores and Halifax Public Library. 20-minute walk to Dalhousie University and Saint Mary’s University. The house is close to main bus routes and everything is included in the rent. In-unit laundry, fully furnished with a full working kitchen.",Halifax,NS,B3J 2E9,,,1,950.0,0.0,950.0,,draft,Townhouse,,,,,,,,"['Closet', 'Drawers']",Queen bed,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector']","['Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'wifi', 'Tv', 'Kitchenware']","['No smoking', 'Keep spaces clean', ""Policy on visitor's stay""]",,,Halifax
4186,ROOM FOR SUBLET IN HALIFAX,"THIS HOUSE IS IN THE PERFECT LOCATION FOR A DALHOUSIE STUDENT. IT IS LOCATED 1 BLOCK AWAY FROM DALPLEX, AND ROUGHLY A 5-15MIN WALK TO THE STUDLEY CAMPUS. THIS HOUSE IS ALSO A 1 MIN WALK FROM THE OCEAN.

THIS BEDROOM IS CONSIDERED THE MASTER BEDROOM OF THE HOUSE. IT HAS A KING-SIZED BED, TWO WALK-IN CLOSETS, FOUR STORAGE CUBBIES, A DESK, AND A CHAIR. IT IS LOCATED ON THE HOUSE'S SECOND FLOOR AND LOOKS OUT INTO THE FRONT AND BACKYARD. ROOM IS FULLY FURNISHED, MINUS THE BEDDING.",Halifax,NS,B3H 1P4,,,1,1050.0,0.0,1050.0,,draft,House,,,,,"['Pantry Items', 'Condiments', 'Toilet Paper']",,,"['Desk', 'Closet', 'Drawers']",King bed,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector', 'First aid kit', 'Door lock']","['Free parking on site', 'Street parking', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'wifi', 'Cable / Satellite', 'Tv', 'Blow dryer', 'Kitchenware', 'Iron', 'Blow dryer']","['No smoking', 'Keep spaces clean', 'Notice on visitors', ""Policy on visitor's stay""]",,,Halifax
4187,Apartment Sublet for the Summer!,,Halifax,NS,B3H 3K6,,,1,1000.0,50.0,1050.0,,deleted,Apartment,,,,,,,,"['Desk', 'Hangers', 'Closet', 'Drawers', 'Lamp']",Double bed,"['Smoke Detector', 'First aid kit', 'Door lock']","['Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'wifi', 'Kitchenware']",,,,Halifax
4188,Bedroom with bathroom,in a quiet area,Richmond Hill,ON,L4E 4A2,,,1,2500.0,200.0,2916.0,,deleted,House,,,,['Gym'],,,,['Bedding'],,"['Fire Extinguisher', 'Smoke Detector']","['Free parking on site', 'Kitchenware']","['No smoking', 'No alcohol', 'Quiet hours', 'Keep spaces clean', 'Notice on visitors']",,,Richmond Hill
4189,A room in Downtown,,Lake Country,BC,V4V 4F4,,,1,1000.0,160.0,1253.0,,deleted,House,,,,['Swimming pool'],['Pantry Items'],,,['Blankets'],,['Smoke Detector'],['Street parking'],"['No alcohol', 'Scent free']",,,Lake Country
4190,Well furnished room in a very nice house,,Bedford,NS,B4B 0R6,,,1,1800.0,0.0,1800.0,,deleted,House,,,,,"['Dish Detergent', 'Toilet Paper']",,,"['Hangers', 'Television', 'Closet']",Double bed,"['Fire Extinguisher', 'Smoke Detector', 'Door lock']","['Street parking', 'Washer', 'Dryer', 'Air conditioner', 'wifi', 'Tv', 'Window covering', 'Iron', 'Blow dryer']","['No smoking', 'No alcohol', 'No shoes inside', 'Keep spaces clean', 'Notice on visitors', ""Policy on visitor's stay""]",,,Bedford
4191,,,,,,,,1,,,,,deleted,Other,,,,,,,,,,,,,,,
4192,,,,,,,,1,,,,,deleted,Other,,,,,,,,,,,,,,,
4193,"Pet-Friendly 1 Bedroom Homer Suite, Vancouver","Come home to this posh and chic 1 bed + den 1 bath furnished Vancouver condo rental! While living in this South-facing corner suite you'll enjoy marble/tile flooring, a storage locker, 1 parking spot, in-suite laundry, city views and a private rooftop patio! Located in the heart of downtown Vancouver close to Yaletown, this address is in walking distance to an array of dining, shopping and entertainment options. You're also close to major transit hubs and in walking distance to the Vancouver seawall. Included in your monthly rent is hot water, sewage disposal and garbage collection.",Vancouver,BC,V6B 1T7,,,1,1200.0,0.0,1296.0,,draft,Apartment,,,,"['Wheelchair accessible', 'Storage locker']",,,,"['Blankets', 'Towels', 'Pillows', 'Desk', 'Hangers', 'Television', 'Closet', 'Drawers', 'Lamp', 'Fridge']",King bed,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector', 'First aid kit', 'Security alarm']","['Free parking on site', 'Street parking', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'wifi', 'Cable / Satellite', 'Tv', 'Window covering', 'Fenced yard', 'Private entry', 'Blow dryer']","['No smoking', 'Keep spaces clean']",,,Vancouver
4194,,,,,,,,1,,,,,deleted,Other,,,,,,,,,,,,,,,
4195,,,,,,,,1,,,,,deleted,Other,,,,,,,,,,,,,,,
4196,"Clean Bedroom with ensuite in the basement access to kitchenette and Laundry. Large bedroom with desk, queen bed drawers and closet.",,Conquerall Bank,NS,B4V 0K5,,,1,800.0,0.0,800.0,,deleted,House,,,,,"['Pantry Items', 'Laundry Detergent', 'Dish Detergent', 'Toilet Paper']",,,"['Bedding', 'Blankets', 'Towels', 'Desk', 'Hangers', 'Closet', 'Lamp']",Queen bed,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector', 'First aid kit', 'Door lock', 'Security alarm']","['Free parking on site', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Fireplace', 'wifi', 'Cable / Satellite', 'Tv', 'Kitchenware', 'Iron']","['No smoking', 'Quiet hours', 'Keep spaces clean', 'Notice on visitors']",,,Conquerall Bank
4197,,,,,,,,1,,,,,deleted,Other,,,,,,,,,,,,,,,
4198,Clean bedroom and private bathroom  - shared main spaces with owner,Townhouse - clean and quiet.  Great location near river.,Cochrane,AB,T4C 0N9,,,1,750.0,75.0,891.0,,listed,Townhouse,,,,,"['Condiments', 'Dish Detergent']",,,"['Bedding', 'Blankets', 'Towels', 'Hangers', 'Closet', 'Lamp']",Queen bed,"['Fire Extinguisher', 'Smoke Detector', 'Door lock']","['Street parking', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'wifi', 'Cable / Satellite', 'Tv', 'Window covering', 'Kitchenware', 'Iron']","['No smoking', 'Quiet hours', 'No shoes inside', 'Keep spaces clean', ""Policy on visitor's stay""]",,,Cochrane
4199,Fully furnished clean Private room,"5 mins walk from the bus stop. A spacious at the ground floor with private entrance, half bathroom, fully furnished with sofa, coffee table, dining table with 2 chairs, standing fridge with freezer compartment, TV with Netflix, closet. Garage parking space.",Halifax,NS,B3R 0G4,,,1,850.0,100.0,950.0,,deleted,House,,,,,,,,"['Bedding', 'Blankets', 'Pillows', 'Desk', 'Hangers', 'Television', 'Closet', 'Fridge']",Queen bed,"['Smoke Detector', 'Carbon Monoxide Detector', 'Door lock']","['Free parking on site', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'wifi', 'Cable / Satellite', 'Window covering', 'Private entry', 'Kitchenware']","['No smoking', 'Keep spaces clean', ""Policy on visitor's stay""]",,,Halifax
4200,,,,,,,,1,,,,,deleted,Other,,,,,,,,,,,,,,,
4201,Spare room in a shared house.,"Small 2 bedroom house, semi rural on an acre of land. Lots of room for parking and a shed for storage if needed.",Tarrys,BC,V0B 1G8,,,1,750.0,150.0,972.0,,listed,House,,,,"['Common lounge', 'Storage locker']","['Pantry Items', 'Condiments', 'Laundry Detergent', 'Dish Detergent', 'Toilet Paper']",,,['Hangers'],,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector', 'First aid kit', 'Door lock', 'Security alarm']","['Free parking on site', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Fireplace', 'wifi', 'Tv', 'Window covering', 'Kitchenware']","['No smoking', 'Keep spaces clean', ""Policy on visitor's stay""]",,,Tarrys
4202,,,,,,,,1,,,,,deleted,Other,,,,,,,,,,,,,,,
4203,Home away from home,Nice and clean pet and smoke free,Oshawa,ON,L1J 3W7,,,1,700.0,0.0,756.0,,deleted,House,,,,,,,,"['Bedding', 'Desk', 'Closet']",Queen bed,"['Smoke Detector', 'Carbon Monoxide Detector', 'Door lock']","['Stove and oven', 'Fridge', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'Window covering']","['No smoking', 'No alcohol', 'No shoes inside', 'Keep spaces clean', 'Notice on visitors']",,,Oshawa
4204,3 bedrooms 1000 sqft space,"The building has 2 levels. Available unit is on the second level. Entrance is at the front of the premises from a 3-step front balcony. It has 3 bedrooms, 1 full bath, a living room, a dinning room and a kitchen. Dinning room exits to the back balcony. Total 1000 sqft. Limited storage space.",Lower Sackville,NS,B4C 3Y9,,,1,1800.0,200.0,2000.0,,deleted,House,,,,,,,,['Closet'],,"['Fire Extinguisher', 'Smoke Detector']","['Free parking on site', 'Street parking', 'Stove and oven', 'Fridge', 'Dishwasher', 'Washer', 'Dryer', 'Air conditioner', 'wifi', 'Window covering', 'Private entry']","['No smoking', 'Quiet hours', 'No shoes inside', 'Notice on visitors', ""Policy on visitor's stay""]",,,Lower Sackville
4205,"Cozy Basement Suite with Private Bathroom, Living Space and Kitchenette in the City","Location: Quiet street in the heart of the city, close to all amenities. Very walkable

Looking for a peaceful and convenient living space? This inviting basement bedroom is perfect for anyone seeking comfort and privacy.

Key Features:

Private Bedroom: Spacious and cozy with plenty of natural light.

Private Bathroom: Enjoy your own bathroom with a shower for ultimate convenience.

Living Space: A comfortable area to relax, unwind, or work/study from home.

Kitchenette: Equipped with essentials, making meal preparation easy and convenient.

Shared Entry: Entrance to the home is shared with the homeowner.

Family-Friendly: The homeowner has two children who spend half of their time at the property. 

Additional Information:

Located on a quiet street, providing a peaceful environment for rest and relaxation.

Walking distance to nearby shops, restaurants, parks, and other essential amenities.

Ideal for someone looking for a cozy, self-contained living space with easy access to everything you need.

Rent: $1450 per month, includes all utilities, internet, parking and a once per month professional cleaning service of the space 

Available: April 24

For more details or to schedule a viewing, please reach out!",Halifax,NS,B3L 2Y3,,,1,1325.0,0.0,1325.0,,listed,House,,,,,,,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Desk', 'Hangers', 'Television', 'Closet', 'Drawers', 'Lamp', 'Fridge']",Twin bed,"['Fire Extinguisher', 'Smoke Detector']","['Free parking on site', 'Street parking', 'Stove and oven', 'Fridge', 'Microwave', 'Washer', 'Dryer', 'wifi', 'Tv', 'Window covering']",['No smoking'],,,Halifax
4206,your own bedroom with a closet,"Brand new built suite is beautifully designed with a coal mine theme. This suite in nestled away on a dead-end street on the Red Deer River. Surrounded by wildlife and a symphony of birds singing. It is quiet and picturesque with a view of the coulees, river, and trees. With your own entrance, and access to the river you can live like you are on holidays. The living room has a 9ft ceiling and a large window that provides lots of natural light. Each bedroom also has large windows providing a small view. This property is only 10 minutes to Downtown Drumheller, 5 minutes to the Willow Creek Hoodoos, 8 min to Atlas Coal Mine, and an opportunity to bike over the 11 bridges into the town of Wayne while you visit the Last Chance Salon.  On a hot day you can go for a swim in the river, fish, or adventure out for a canoe ride. The owners are a quiet couple with two friendly non shedding dogs and occasionally have their children and grandchildren visit. There is no smoking or pets allowed and owners would request that noise volume is low to be sensitive to all living in the home. Also, to respect the other renter please keep the suite and outdoor area tidy. You have your own dishwasher, washer and dryer, a furnace just for suite, central air, and a cozy electric fireplace for winter months. The home has town water but is on a septic tank, therefore it would be appreciated if water usage is minimal. We are looking for renters that will value the quiet beauty or our restful home.",Drumheller,AB,T0J 0Y9,,,1,900.0,0.0,900.0,,listed,House,,,,,,,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Hangers', 'Closet', 'Drawers']",Double bed,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector']","['Street parking', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'wifi', 'Tv', 'Kitchenware']","['No smoking', 'Quiet hours', 'Keep spaces clean', 'Notice on visitors', 'Scent free']",,,Drumheller
